Date;Regime-Aware;60/40
1997-11-30;10.660350068230333;11.15516114845077
1997-12-31;10.783895540275122;11.329648921260464
1998-01-31;10.977244145711762;11.507020087872718
1998-02-28;11.37017190419536;11.971638835864859
1998-03-31;11.706122648871425;12.340588426066724
1998-04-30;11.788183120189856;12.424342704183951
1998-05-31;11.668539949526789;12.355010170072209
1998-06-30;11.987580077404086;12.712305726485706
1998-07-31;11.856674465445044;12.62729676919032
1998-08-31;11.564265999077174;11.759186476179089
1998-09-30;12.038907000073047;12.432505173472267
1998-10-31;11.950853465129715;12.976687372414155
1998-11-30;12.10224786227923;13.411884950072356
1998-12-31;12.181217225632906;13.915014988963328
1999-01-31;12.472723182755082;14.277626247273291
1999-02-28;12.17388577168996;13.739562742160981
1999-03-31;12.33108835201617;14.103403851645492
1999-04-30;12.632071536215253;14.40148219276579
1999-05-31;12.26027398865547;14.086413885371542
1999-06-30;12.489083600584923;14.502117437875294
1999-07-31;12.202284084234792;14.194399361809714
1999-08-31;12.193933620046606;14.13870862772508
1999-09-30;13.070799280520076;13.966857377354891
1999-10-31;13.33664087790745;14.452968417124428
1999-11-30;13.350750037539365;14.57053740726441
1999-12-31;13.525831612259617;14.990367340122981
2000-01-31;13.117048133394533;14.458642443367877
2000-02-29;13.159544310291372;14.43590513700004
2000-03-31;13.745864585971326;15.494419336381617
2000-04-30;13.702510451597824;15.13680439011486
2000-05-31;13.597315120949784;14.940116573618587
2000-06-30;14.029534586963047;15.302152849725719
2000-07-31;13.798432725267858;15.182881382481686
2000-08-31;14.325695956735972;15.916732554131576
2000-09-30;13.896408208491954;15.397237136340395
2000-10-31;13.918448018143865;15.406466606863576
2000-11-30;13.967172964540946;14.836858271432892
2000-12-31;13.935909004927117;15.071262553452023
2001-01-31;13.989677672809057;15.409189801727289
2001-02-28;13.677286922712504;14.690555790983472
2001-03-31;13.547709651762968;14.138744689736022
2001-04-30;13.543222214120988;14.626083210503353
2001-05-31;13.63698051218927;14.676684653932115
2001-06-30;13.735225587257224;14.468285563420038
2001-07-31;13.861243981253557;14.568844899214701
2001-08-31;13.895110559101914;14.137356157175633
2001-09-30;14.080331976640949;13.57830962111439
2001-10-31;14.245058942456295;13.903277024957005
2001-11-30;14.110431422977387;14.323166204720549
2001-12-31;14.04562685536763;14.275435383261815
2002-01-31;14.151205101861828;14.1743793623179
2002-02-28;14.347296874230501;14.092648894779076
2002-03-31;14.212736060816917;14.196712067599103
2002-04-30;13.865921423389178;13.842162877186029
2002-05-31;13.88931144824492;13.808832943480274
2002-06-30;13.34921252603388;13.341448220281789
2002-07-31;12.85670049738023;12.876433479494931
2002-08-31;13.058649915203873;13.065835400135802
2002-09-30;12.577911245590586;12.454599303466525
2002-10-31;12.819985584740714;12.997975319403736
2002-11-30;13.133201468526721;13.331376227929546
2002-12-31;13.109807409944738;13.035931014026257
2003-01-31;13.084672342937301;12.777310339429691
2003-02-28;12.876742170594227;12.776512568667044
2003-03-31;12.796309899409199;12.813007693326327
2003-04-30;12.864049234613068;13.435936593373977
2003-05-31;13.34915008145441;14.067296856327337
2003-06-30;13.213086608753338;14.114457778372081
2003-07-31;13.073390786894976;13.878889562563048
2003-08-31;13.323507088162073;14.02235932834137
2003-09-30;13.483485225174013;14.183410083699842
2003-10-31;13.786246549809327;14.510728374397997
2003-11-30;13.873528049993114;14.575519120673867
2003-12-31;14.339510228805757;15.080812037804646
2004-01-31;14.487685443429658;15.31353469959376
2004-02-29;14.634417793219617;15.52607654483842
2004-03-31;14.67983863255532;15.46229902016207
2004-04-30;14.215511910595437;15.002954023205904
2004-05-31;14.348446249779366;15.066602211599907
2004-06-30;14.491255638507447;15.284556268254613
2004-07-31;14.471674632946183;15.04542649321838
2004-08-31;14.841843919301498;15.263190430325814
2004-09-30;14.93667010201863;15.36857033478349
2004-10-31;15.051245846685017;15.566233479037999
2004-11-30;15.259040837046815;15.78732110757589
2004-12-31;15.116208377053967;16.184170209887288
2005-01-31;14.980873481458952;16.008215279956573
2005-02-28;15.068240910747214;16.085646897842015
2005-03-31;14.982379281607273;15.870817988286072
2005-04-30;14.967913093427805;15.84876070198233
2005-05-31;15.136623538050834;16.2665009673767
2005-06-30;15.252941891340123;16.322180263587068
2005-07-31;15.420791876450368;16.508699992073904
2005-08-31;15.443772610120549;16.561004164611234
2005-09-30;15.751607852126453;16.489679353308404
2005-10-31;15.640508529598833;16.219369081884523
2005-11-30;16.211199936645173;16.621042762543553
2005-12-31;16.58214040235097;16.685970961998343
2006-01-31;17.25233992848468;16.899482823127784
2006-02-28;17.21167562349632;16.910098627855348
2006-03-31;17.288230971832032;16.889513046832864
2006-04-30;17.52992867656969;16.931262018109077
2006-05-31;17.345999394080668;16.608886122314928
2006-06-30;17.02345311718464;16.62863317491377
2006-07-31;17.272877283572363;16.79187979398162
2006-08-31;17.494062771037687;17.171657257013397
2006-09-30;17.575280153471255;17.50597230789131
2006-10-31;17.740000317300595;17.88046697870113
2006-11-30;18.085902851356693;18.165055812358794
2006-12-31;17.938565140712424;18.188957138400355
2007-01-31;18.059460387260398;18.309562352013216
2007-02-28;18.26940380039343;18.242165414027085
2007-03-31;18.22295516270414;18.33341430204358
2007-04-30;18.421910266069872;18.85097201368245
2007-05-31;18.247491053577324;19.089485563574232
2007-06-30;18.03419127880211;18.833569493101955
2007-07-31;18.194635442249563;18.67775424381587
2007-08-31;18.40600370483287;18.97759753481829
2007-09-30;18.77684433521166;19.379096584994052
2007-10-31;19.19918211107504;19.65313053996173
2007-11-30;18.873677330707316;19.50490252715243
2007-12-31;19.08774940343883;19.376456333165574
2008-01-31;19.160286930650877;18.962345904373002
2008-02-29;19.093125861748863;18.64063548050864
2008-03-31;18.773809190315625;18.65541913908949
2008-04-30;18.462918624004608;19.021075093989015
2008-05-31;18.5056472257495;18.967205042237754
2008-06-30;18.512110479762335;18.06970660196171
2008-07-31;18.459935600087622;17.999914145643203
2008-08-31;18.04251769522858;18.233168598766714
2008-09-30;18.39604022006209;17.256203124431103
2008-10-31;17.018001279411305;15.45280395161814
2008-11-30;18.05467533097405;15.309784451384198
2008-12-31;18.74192569399655;15.752446657929536
2009-01-31;18.415512458782725;14.64536919712401
2009-02-28;18.129145964237555;13.612786656291254
2009-03-31;18.473399850532658;14.478568595588989
2009-04-30;18.271460736036243;15.09979160518016
2009-05-31;18.39860871474853;15.433879242551978
2009-06-30;18.201279496028654;15.417436980988622
2009-07-31;18.516353131482028;16.14763698843378
2009-08-31;18.68032178052939;16.534168388576983
2009-09-30;19.04347832345741;16.956137603939336
2009-10-31;19.08394329144736;16.731934373693594
2009-11-30;19.853783026067052;17.426325472294934
2009-12-31;19.278207037718044;17.282911643822462
2010-01-31;18.963229889491696;17.062513435539174
2010-02-28;19.406940346338907;17.359918341373472
2010-03-31;19.91297914153088;17.875311327754115
2010-04-30;20.43183696715617;18.15571306295558
2010-05-31;19.949306518860286;17.501814103176077
2010-06-30;19.637548585022852;17.155873801150815
2010-07-31;20.2588451471607;17.894834551369225
2010-08-31;20.095331229623802;17.65698999307345
2010-09-30;21.099769881078082;18.575638965590773
2010-10-31;21.558071124996342;18.948930863295676
2010-11-30;21.540856044041707;18.82043951164039
2010-12-31;22.10346302254157;19.281803068246706
2011-01-31;21.427284948314043;19.517648129284034
2011-02-28;21.999117758243834;19.878406242107438
2011-03-31;22.0668059502105;19.86125213177406
2011-04-30;22.906960597417548;20.341549015238385
2011-05-31;22.921460429097312;20.347146015935717
2011-06-30;22.590532518151107;20.080597609893466
2011-07-31;23.516100111594124;20.080042967788547
2011-08-31;24.92215477119226;19.790435675407483
2011-09-30;24.0102047805823;19.150289539772974
2011-10-31;24.623562044607535;20.279897843649646
2011-11-30;25.02144562305402;20.262078074565288
2011-12-31;24.834378340258144;20.505132657071208
2012-01-31;25.602183430584486;21.106116327929943
2012-02-29;25.453311592382605;21.516418899483188
2012-03-31;25.280494406567595;21.772438540601687
2012-04-30;25.362434480666238;21.89840231118622
2012-05-31;24.63004004680709;21.341926570727566
2012-06-30;25.16145012971767;21.800225729659612
2012-07-31;25.496245853006176;22.10125367197654
2012-08-31;25.833637298686966;22.31738389354653
2012-09-30;26.237920084432414;22.592853566518382
2012-10-31;25.87388435841647;22.29606259415218
2012-11-30;25.957065347006218;22.400007924243116
2012-12-31;25.79860073260703;22.405967409091907
2013-01-31;26.050174570021884;22.93530269015585
2013-02-28;25.766295326122002;23.183231728260704
2013-03-31;26.090264611046223;23.71836457341392
2013-04-30;25.91441992667637;24.12551427412542
2013-05-31;25.313491779057706;24.093113084081583
2013-06-30;24.351841805047215;23.621446358652502
2013-07-31;25.12760041539964;24.273862715819384
2013-08-31;25.624913306351143;23.678796071134496
2013-09-30;25.6177129105608;24.25605530889481
2013-10-31;26.285227640218814;24.96959064960998
2013-11-30;26.45778194890773;25.26011017462163
2013-12-31;26.52085333529096;25.4134571331782
2014-01-31;26.38581473657504;25.213483582010994
2014-02-28;27.173924139240697;25.885079295662234
2014-03-31;27.169873175260282;25.957427448799557
2014-04-30;27.24964438490795;26.13756982032892
2014-05-31;27.072292712163414;26.633525396753924
2014-06-30;27.818450965019544;26.91370615199536
2014-07-31;27.500644481191234;26.66932027313306
2014-08-31;27.865840759966517;27.479307756353705
2014-09-30;27.266094955731514;27.11756443425798
2014-10-31;27.477966310140577;27.651529572894354
2014-11-30;27.98819599548136;28.232637427984912
2014-12-31;28.005059254886405;28.17554788162768
2015-01-31;28.753662984180096;28.15900718395609
2015-02-28;28.738492410910478;28.788578995471806
2015-03-31;28.58873505202687;28.571782654522565
2015-04-30;28.609579723491404;28.637281857987343
2015-05-31;28.7776991031704;28.755019797394578
2015-06-30;28.236577975385572;28.20148829701818
2015-07-31;28.52077843400087;28.714797839240173
2015-08-31;27.853950703746033;27.622783605949888
2015-09-30;27.463150484427835;27.3661172551126
2015-10-31;27.996213673688917;28.65540307322018
2015-11-30;27.358709741538753;28.626091777332903
2015-12-31;27.14560314909126;28.28811031845059
2016-01-31;27.896031959770017;27.76797690977019
2016-02-29;29.231766632089847;27.883583088539506
2016-03-31;29.08463279724544;28.973448785281864
2016-04-30;29.600750839310162;28.977707776578217
2016-05-31;29.06719467694371;29.25035852918504
2016-06-30;30.422347630098393;29.641255998861503
2016-07-31;30.80199507994076;30.304844134176697
2016-08-31;30.490311507758886;30.174878345108926
2016-09-30;30.515505894253906;30.154523154877346
2016-10-31;30.042488243860507;29.59802083589489
2016-11-30;29.564283299224996;29.70784521134312
2016-12-31;29.611942145789314;29.99571747648461
2017-01-31;30.253407562851653;30.333585171305607
2017-02-28;31.119207851003633;31.096894940708058
2017-03-31;31.119679602790708;31.116893438772667
2017-04-30;31.425782556156026;31.418563018807752
2017-05-31;31.628858570581556;31.73871131441797
2017-06-30;31.47443544044983;31.751596686394052
2017-07-31;31.85973186353643;32.1542472451607
2017-08-31;32.15111122015955;32.37291890895484
2017-09-30;32.24935370284964;32.54813740490536
2017-10-31;32.63106711571246;32.95924894846076
2017-11-30;33.113864128982925;33.50871159274112
2017-12-31;33.456235941408224;33.73790539685558
2018-01-31;34.468353022451666;34.58234988497348
2018-02-28;33.584095708520415;33.63420879829557
2018-03-31;33.24817728202794;33.255319373633725
2018-04-30;33.166740879050046;33.11381483827114
2018-05-31;33.523930502976484;33.67622301386032
2018-06-30;33.33270619427742;33.80453984596689
2018-07-31;33.70818279026993;34.45993708070676
2018-08-31;34.14079281879355;35.22967516034046
2018-09-30;34.04839202567615;35.12937035606449
2018-10-31;33.86927245683727;33.610127404567535
2018-11-30;34.29763354757877;34.17382691762708
2018-12-31;34.57972202722268;32.66193832256602
2019-01-31;35.27954902910374;34.29065177741382
2019-02-28;35.3446821821901;34.83862341578938
2019-03-31;35.87249282644248;35.59444361089125
2019-04-30;35.943242486700285;36.35272528141776
2019-05-31;36.314537168411775;35.39331990570466
2019-06-30;37.3846279954468;37.0181368359975
2019-07-31;37.72257695155631;37.32345456871864
2019-08-31;38.431651071542746;37.57443378345687
2019-09-30;38.37474606097413;37.779194582514414
2019-10-31;38.86410980576154;38.231409709676655
2019-11-30;39.421951703432676;38.93054498988011
2019-12-31;40.22920896327863;39.44581060392655
2020-01-31;40.975158312646535;39.95888708146718
2020-02-29;39.493461345229385;38.42655782307032
2020-03-31;37.30394882774853;36.15623679574325
2020-04-30;38.58456345393206;38.95100987402546
2020-05-31;38.99739979247499;40.00100357185813
2020-06-30;39.28191801870446;40.44655835037099
2020-07-31;40.43447927150372;41.95893235033918
2020-08-31;40.4733140969182;43.494675602611764
2020-09-30;40.058290766295684;42.510142306095574
2020-10-31;39.58161783563771;41.55797116994895
2020-11-30;39.723593209138414;44.29804120119126
2020-12-31;40.258452699309785;45.19204220461212
2021-01-31;39.791027080823724;44.68483610916504
2021-02-28;38.96119242567456;44.92110639729733
2021-03-31;38.748733426431606;45.60977178648193
2021-04-30;40.154820795754766;47.23872721076365
2021-05-31;41.04585611123992;47.46765867136936
2021-06-30;40.91960973677926;48.318305751485454
2021-07-31;41.806338685009;49.38483770219559
2021-08-31;42.37013929082159;50.12771430223692
2021-09-30;40.957129188094605;48.4344510987057
2021-10-31;42.492593205297524;50.36764099122776
2021-11-30;42.389569011213794;50.31629988595343
2021-12-31;43.59901475835465;51.55150234825308
2022-01-31;42.95217914469453;49.515548134846696
2022-02-28;44.01825859761753;48.536780250657884
2022-03-31;44.312606436261696;48.82664575600419
2022-04-30;43.63396521682963;45.378107120833285
2022-05-31;42.9736260478937;45.554329609948674
2022-06-30;42.5111193016373;43.059256546233634
2022-07-31;42.85709008911958;45.965225810512585
2022-08-31;42.01218647753338;44.05164846566867
2022-09-30;40.99780336223085;40.75483076890779
2022-10-31;41.03189911083116;42.47621420156087
2022-11-30;42.54029885152729;44.51476003478312
2022-12-31;41.89489280175929;42.61332194451126
2023-01-31;43.36843404813488;44.755856701268435
2023-02-28;42.2767663970563;43.524492423644574
2023-03-31;43.862095952454744;45.1375105043199
2023-04-30;44.24339890167797;45.65221256291454
2023-05-31;44.04978834112211;45.45267853192394
2023-06-30;44.602440181501244;46.99282970254467
2023-07-31;45.36238316514341;47.748142563365484
2023-08-31;44.78543456891035;47.07675063547192
2023-09-30;42.9862291564917;45.0797094335937
2023-10-31;42.474110085978346;44.04214861801126
2023-11-30;45.289160702923496;47.34209202877256
2023-12-31;46.945938692718705;49.355708744137154
2024-01-31;47.23592436840613;49.83772700132633
2024-02-29;48.278956150989934;50.917403205139614
2024-03-31;49.65775692054895;52.01863360838389
2024-04-30;48.67411483868637;50.00878855030729
2024-05-31;49.91129982884416;51.81979239938637
2024-06-30;50.78058088895462;53.14589914712115
2024-07-31;51.96459161050513;54.379269213124346
